dirid,fullname,ethnicity
200506.0,ALEJANDRO D. WOLFF,Caucasian
200509.0,WILLIAM A HUMPHREY,Unknown
200510.0,BERNE A SCHEPMAN,Unknown
200511.0,EARNEST HUBERT CLARK JR,Unknown
200512.0,CATHERINE M HAPKA,Unknown
200513.0,ROBERT F PATTERSON,Unknown
200516.0,HOWARD W HORNE,Unknown
200517.0,KENNETH L SCHNITZER SR,Unknown
200518.0,JOHN RANDOLPH VINES,Caucasian
200519.0,PIERRE DE WECK,Caucasian
200520.0,FRED G WALL,Unknown
200521.0,FRED K DARRAGH JR,Unknown
200522.0,JOHN J. PARO,Caucasian
200523.0,JOHN B GERLACH,Unknown
200524.0,ANDREW GRAHAM,Caucasian
200525.0,C R S ANDERSON,Unknown
200526.0,J WAYNE BEVIS,Unknown
200527.0,HENRY ROYER,Unknown
200528.0,ANASTASSIA LAUTERBACH,Caucasian
200529.0,CALVIN A H WALLER,Unknown
200530.0,THOMAS H ROBERTS JR,Unknown
200531.0,GEORGE G MONTGOMERY JR,Unknown
200532.0,BRENDAN T BRYNE,Unknown
200534.0,BRYAN WIMBERLY,Caucasian
200535.0,RICHARD K SNELLING,Unknown
200536.0,JOHN A CANNING JR,Unknown
200537.0,QUENTIN C MCKENNA,Unknown
200538.0,MOHSEN Z. FAHMI,Middle-Eastern
200539.0,ERNEST F DORN,Unknown
200540.0,RICHARD I GIERTSEN,Unknown
200541.0,KATHLEEN S. LANE,Caucasian
200542.0,C DAVID LUTHER,Unknown
200543.0,RAYMOND MITHUN,Unknown
200544.0,JANE N MOOTY,Unknown
200545.0,JOHN W MOOTY,Unknown
200546.0,THOMAS R STUART,Unknown
200547.0,HUGH R KIRKPATRICK,Unknown
200548.0,MORTON MOSKIN,Unknown
200550.0,ANTHONY J DELUCA,Unknown
200551.0,KIRBY L KRAMER,Unknown
200552.0,W SCOTT MARTIN,Unknown
200553.0,JAMES C MCGILL,Unknown
200554.0,HENRY E RIGGS,Unknown
200555.0,BETTY T ASHER,Unknown
200556.0,EDWIN J GOSS,Unknown
200557.0,THOMAS M MILLER,Unknown
200558.0,WILLIAM E BLACKWELL,Unknown
200559.0,JAMES W BLACK,Unknown
200560.0,ROBERT P JENSEN,Unknown
200561.0,DANIEL B CARROLL,Unknown
200562.0,WALLACE E CARROLL JR,Unknown
200563.0,ARTHUR R MILLER,Unknown
200564.0,WILLIAM H MURPHY,Unknown
200565.0,JOHN R PRANN JR,Unknown
200566.0,LUTZ R RAETTIG,Unknown
200567.0,CHARLES W SAHLMAN,Unknown
200568.0,JACOB SALIBA,Unknown
200569.0,GLENN W TURCOTTE,Unknown
200571.0,EARNEST H CLARK JR,Unknown
200572.0,KIRSTEN M. VOLPI,Caucasian
200573.0,FLOYD A CAILLOUX,Unknown
200574.0,ARTHUR L FRENCH,Unknown
200575.0,F O'NEIL GRIFFIN,Unknown
200576.0,FARRELL G HUBER JR,Unknown
200577.0,W WAYNE PATTERSON,Unknown
200578.0,TRACEY D. WEBER,Caucasian
200579.0,STEPHEN W PALLEY,Unknown
200580.0,JOAN R CHALLINOR,Unknown
200581.0,ROBERT M. WACHTER,Caucasian
200583.0,S. SCOTT SMITH,Caucasian
200584.0,HARRY COCKRELL,Caucasian
200585.0,DAVID C. ADAMS,Caucasian
200587.0,DAVID J ZUVER,Unknown
200588.0,THOMAS B HORACK,Unknown
200589.0,DANIEL J TERRA,Unknown
200590.0,JAMES W MCLAMORE,Unknown
200592.0,JAMES W COZAD,Unknown
200594.0,BELLA WEXNER,Unknown
200595.0,CYNTHIA EGAN,Caucasian
200596.0,JAMES E GEIST,Unknown
200597.0,DONALD H PEGLER JR,Unknown
200598.0,ROBERT H LENTZ,Unknown
200600.0,ROMAN DOHR,Unknown
200601.0,ROBERT E IX,Unknown
200602.0,FREDERICK B KRIEBLE,Unknown
200603.0,STEPHEN J TRACHTENBERG,Unknown
200604.0,KRISTI ROGERS,Caucasian
200605.0,MS METZ,Unknown
200606.0,GEORGE E SCHWARTZ,Unknown
200607.0,JEANNE E WERTHEIMER,Unknown
200608.0,RICHARD A BACHMAN,Unknown
200609.0,EAMON M KELLY,Unknown
200610.0,VICTOR A RICE,Unknown
200611.0,ARTHUR R TAYLOR,Unknown
200612.0,WR TIMKEN,Unknown
200613.0,GORDON E CADWGAN,Unknown
200614.0,PETRO KULYNYCH,Unknown
200615.0,RUSSELL B LONG,Unknown
200616.0,WG BARES,Unknown
200617.0,PETER MCNITT,Caucasian
200618.0,NANCY HUSTON HANSEN,Unknown
200619.0,STUART J NORTHROP,Unknown
200620.0,RW VAN SANT,Unknown
200621.0,JOHN P. BURKE,Caucasian
200622.0,RICHARD H MACNEAL,Unknown
200623.0,THOMAS W. GIACOMINI,Caucasian
200624.0,RICHARD E BLANEY,Unknown
200625.0,SHAILESH RAO,Asian
200626.0,REGINA M MILLNER,Unknown
200627.0,FREDERIC E MOHS,Unknown
200628.0,PHILLIP C STARK,Unknown
200629.0,H LEE SWANSON,Unknown
200630.0,FRANK C VONDRASEK,Unknown
200631.0,ROBERT K SILVA,Unknown
200632.0,WAYNE K GOETTSCHE,Unknown
200633.0,PHILIP C LAUNIGER JR,Unknown
200634.0,RJ VENTRES,Unknown
200635.0,DJ KUESTER,Unknown
200636.0,ERWIN L KONING,Unknown
200638.0,EDWARD C CAZIER JR,Unknown
200639.0,ROBERT B NICHOLAS,Unknown
200640.0,GEORGE W KOCH,Unknown
200641.0,MARSCHALL RUNGE,Caucasian
200642.0,JOHN F BOOKOUT,Unknown
200643.0,JAMES L DUTT,Unknown
200644.0,DAVID A. CHORNEY,Caucasian
200645.0,TONY THENE,Caucasian
200646.0,MICHAEL A. KAUFMAN,Caucasian
200647.0,PHILLIP J. MASON,Caucasian
200648.0,TIMOTHY C. HARRISON,Caucasian
200649.0,KAREN KESSLER,Caucasian
200650.0,FRANK PATAFIO,Caucasian
200651.0,ALAN W RUDGE,Unknown
200652.0,WILLIAM S SHANAHAN,Unknown
200653.0,DWIGHT C BAUM,Unknown
200654.0,DAVID A BOSSEN,Unknown
200655.0,JOHN C GINGERICH,Unknown
200656.0,BRIAN A. SMITH,Caucasian
200657.0,SAMARA BRAUNSTEIN,Caucasian
200658.0,GRAHAM TYSON,Unknown
200659.0,D TENNANT BRYAN,Unknown
200660.0,F CALEB BLODGETT,Unknown
200661.0,HOWARD STEIN,Unknown
200663.0,BISHOP L ROBINSON,Unknown
200664.0,BRIAN B TOPPING,Unknown
200666.0,TYLER A LOWREY,Unknown
200667.0,ALLEN T NOBLE,Unknown
200668.0,WILBUR G STOVER JR,Unknown
200669.0,ERICSON M DUNSTAN,Unknown
200670.0,J LARRY SMART,Unknown
200671.0,CHRISS W STREET,Unknown
200672.0,ROBERT D O'BRIEN,Unknown
200673.0,KANEASTER HODGES JR,Unknown
200674.0,H DUKE SHACKELFORD,Unknown
200675.0,CHARLES D RAY,Unknown
200676.0,JOHN A GILMARTIN,Unknown
200678.0,D MICHAEL HOCKETT,Unknown
200679.0,JACK R KELLY JR,Unknown
200680.0,BRUCE W SENDER,Unknown
200681.0,WALTER A LUBANKO,Unknown
200682.0,JOHN A BERTRAND,Unknown
200683.0,WILLIAM A ENOUEN,Unknown
200684.0,WALDEMAR M GOULET,Unknown
200685.0,KENNETH H HOPKINS,Unknown
200686.0,DAVID E LUNDEEN,Unknown
200687.0,ROBERT B MEEKER,Unknown
200688.0,JOHN M RICHARDSON,Unknown
200689.0,JOSEPH M RIGOT,Unknown
200690.0,ROBERT J SIEWERT,Unknown
200691.0,JOHN F TORLEY,Unknown
200692.0,JOHN P. CASE,Caucasian
200693.0,BARTON M BIGGS,Unknown
200694.0,PETER F KARCHES,Unknown
200695.0,DAVID A WALKER,Unknown
200697.0,DIPCHAND (DEEP) V. NISHAR,Indian
200698.0,WILLIAM J WEISZ,Unknown
200699.0,RICHARD A GRACIANO,Unknown
200700.0,FRANK E TAPLIN JR,Unknown
200701.0,H M DEAN,Unknown
200702.0,JOHN V. ROOS,Caucasian
200703.0,F A KREHBIEL,Unknown
200704.0,E J MOONEY,Unknown
200705.0,W A POGUE,Unknown
200706.0,RUSSELL N MAMMEL,Unknown
200707.0,A STEVENS MILES,Unknown
200708.0,DAVID R DUKES,Unknown
200709.0,LEONARD W JAFFE,Unknown
200710.0,DAVID C JONES,Unknown
200712.0,JOHN J MCNAUGHTON,Unknown
200713.0,SAM YAU,Unknown
200714.0,ROBIN STERNECK,Caucasian
200715.0,LAURA KELLY,Caucasian
200717.0,SHELDON W FANTLE,Unknown
200718.0,PAUL M FINFER,Unknown
200719.0,ALFRED H KINGON,Unknown
200720.0,WILLIAM G TULL,Unknown
200721.0,JAMES B LIVINGSTON,Unknown
200722.0,PETER DE WETTER,Unknown
200723.0,BRYAN D LANGTON,Unknown
200724.0,ERWIN ZABAN,Unknown
200725.0,W FRANK DOWD JR,Unknown
200726.0,E CRAIG WALL JR,Unknown
200727.0,GILES W SCHUTTE,Unknown
200728.0,CHARLES W STUART,Unknown
200729.0,MARIAN S HEISKELL,Unknown
200730.0,CYRUS R VANCE,Unknown
200731.0,JOHN G WICK,Unknown
200732.0,RALPH A PFEIFFER JR,Unknown
200735.0,PHILLIP B BROOKS,Unknown
200736.0,ARDIS KRAINIK,Unknown
200737.0,JOHN BROOKS SLAUGHTER,Unknown
200738.0,MARJORIE M. CONNELLY,Caucasian
200739.0,WILLIAM R WILEY,Unknown
200740.0,DANIEL WOLTERMAN,Caucasian
200741.0,RICHARD C. BREON,Caucasian
200742.0,EDMOND EGER,Caucasian
200743.0,JAYE F DYER,Unknown
200744.0,LUIS A. REYES,Hispanic
200745.0,ANSON M BEARD JR,Unknown
200746.0,ROBERT COHN,Unknown
200747.0,W MICHAEL WEST,Unknown
200748.0,NATHANIEL DE ROTHSCHILD,Unknown
200749.0,MARIA P MONET,Unknown
200750.0,VICTOR J BARNHART,Unknown
200752.0,JOHN C COLLOPY,Unknown
200753.0,WILLIAM R STOVER,Unknown
200755.0,WILLIAM L READ,Unknown
200756.0,PETER I JONES,Unknown
200757.0,FRED J MEYER,Unknown
200758.0,G RAINEY WILLIAMS,Unknown
200759.0,JAMES L HEBE,Unknown
200761.0,RICHARD T LINDGREN,Unknown
200762.0,ANTHONY BATES,Caucasian
200763.0,GEORGE BODENHEIMER,Caucasian
200764.0,JAMES H WIBORG,Unknown
200765.0,PAUL A MILLER,Unknown
200766.0,EVE BURTON,Caucasian
200767.0,ANDREW WILSON,Caucasian
200768.0,HARRY E EKBLOM,Unknown
200770.0,RALPH S O'CONNOR,Unknown
200771.0,WALTER SEIPP,Unknown
200774.0,CHARLES VALUTAS,Caucasian
200779.0,JERRY B DAVIS,Unknown
200780.0,WAYNE J GRACE,Unknown
200781.0,RICHARD L O'SHIELDS,Unknown
200782.0,FAIRFAX F POLLNOW,Unknown
200783.0,THOMAS P REIDY,Unknown
200787.0,ALAN P HOBLITZELL JR,Unknown
200788.0,JOSEPH C LADD,Unknown
200789.0,EDITHE J LEVIT,Unknown
200791.0,HANS G STORR,Unknown
200792.0,ESTELLE ELLIS,Unknown
200793.0,ELLIS E MEREDITH,Unknown
200794.0,STEVEN L OSTERWEIS,Unknown
200795.0,WILLIAM S SCOLNICK,Unknown
200796.0,RONALD P SPOGLI,Unknown
200797.0,O MARK DEMICHELE,Unknown
200798.0,HENRY B SARGENT,Unknown
200799.0,LEONARD A. COMMA,African-American
200801.0,MARK J ANTON,Unknown
200802.0,HENRY NECARSULMER,Unknown
200803.0,CHARLES P SLICHTER,Unknown
200804.0,ROY L FAULKS,Unknown
200805.0,TODD PENEGOR,Caucasian
200806.0,PETER J BRIX,Unknown
200807.0,GWYNETH GAMBLE BOOTH,Unknown
200808.0,JERRY E HUDSON,Unknown
200809.0,RANDOLPH L MILLER,Unknown
200810.0,JOSEPH E LUECKE,Unknown
200811.0,ROBERT W STEWART,Unknown
200812.0,ROBERT M FOMON,Unknown
200813.0,IAN POTTER,Caucasian
200814.0,JAMES C PITNEY,Unknown
200815.0,JAMES L BUSBY,Unknown
200816.0,CHARLES D DALEY,Unknown
200817.0,MICHAEL C DOW,Unknown
200818.0,S FELTON MITCHELL JR,Unknown
200819.0,DONALD L PARKER,Unknown
200820.0,G WILLIAM SPEER,Unknown
200821.0,DELBERT J MCQUAIDE,Unknown
200822.0,NEAL A MAXWELL,Unknown
200823.0,MARY MEAD,Unknown
200824.0,CHARLES F ADAMS,Unknown
200825.0,FRANCIS H BURR,Unknown
200826.0,JOHN PAULSON,Caucasian
200827.0,A LOWELL LAWSON,Unknown
200828.0,C KIRK RHEIN JR,Unknown
200829.0,JILL ELIKANN BARAD,Unknown
200832.0,DENNIS R GANDY,Unknown
200833.0,JOEL LEVINE,Unknown
200834.0,BARBARA B ALLBRITTON,Unknown
200835.0,FREDERICK L BOLLERER,Unknown
200836.0,CALVIN CAFRITZ,Unknown
200837.0,RONALD E CUNEO,Unknown
200838.0,FLOYD E DAVIS III,Unknown
200839.0,JACQUELINE C DUCHANGE,Unknown
200840.0,MICHELA A ENGLISH,Unknown
200841.0,JAMES E FITZGERALD,Unknown
200842.0,HEATHER S FOLEY,Unknown
200843.0,DAVID J GLADSTONE,Unknown
200844.0,TIMOTHY A LEX,Unknown
200845.0,JOHN A SARGENT,Unknown
200846.0,JAMES W SYMINGTON,Unknown
200847.0,PRESTON ROBERT TISCH,Unknown
200848.0,MATTHEW AUGUSTINE,Unknown
200849.0,BRUCE B BATES,Unknown
200850.0,KAREN NOBLE HANSON,Unknown
200851.0,GEORGE G KAUFMAN,Unknown
200852.0,SALVATORE R MARTOCHE,Unknown
200853.0,KAREN SHAW PETROU,Unknown
200854.0,THEODORE L LEVINSON,Unknown
200856.0,M RICHARD ROSE,Unknown
200857.0,MARVIN C MOSES,Unknown
200858.0,WALLACE BARNES,Unknown
200859.0,EUGENE E COVERT,Unknown
200860.0,AKIO YAMAMOTO,Asian
200861.0,MAYNARD JENKINS,Unknown
200862.0,PETER SIMONIS,Unknown
200864.0,CRAWFORD T JOHNSON III,Unknown
200865.0,HELENA FOULKES,Caucasian
200867.0,FRANK H BEVEVINO,Unknown
200868.0,R BURT GOOKIN,Unknown
200869.0,JEANETTE NOSTRA,Hispanic
200870.0,SUNIL C KHANNA,Unknown
200871.0,JAMES I MASLON,Unknown
200872.0,MARK VAN STEKELENBURG,Unknown
200873.0,ROBERT W WILLIAMSON,Unknown
200875.0,JOHN L HASELTINE,Unknown
200876.0,GEDALE B HOROWITZ,Unknown
200877.0,SHIGERU MYOJIN,Unknown
200878.0,ROBERT G ZELLER,Unknown
200879.0,SHERWOOD C CHILLINGWORTH,Unknown
200880.0,RICHARD S COHEN,Unknown
200881.0,ARTHUR LEE CROWE,Unknown
200883.0,TAYLOR B GRANT,Unknown
200884.0,STEPHEN F KELLER,Unknown
200885.0,THOMAS P MULLANEY,Unknown
200887.0,BENJAMIN A HAGOOD,Unknown
200888.0,BRUCE D KENYON,Unknown
200889.0,HENRY PONDER,Unknown
200891.0,J J PINOLA,Unknown
200892.0,R J VENTRES,Unknown
200893.0,EIJI UMENE,Unknown
200895.0,JEROME M LEWINE,Unknown
200896.0,ARTHUR G MILNES,Unknown
200897.0,CLIFFORD M KIRTLAND JR,Unknown
200898.0,J HENRY BUTTA,Unknown
200899.0,OWEN FARREN,Unknown
200900.0,EDWARD A GAUGLER,Unknown
200903.0,ROBERT J SANATOR,Unknown
200904.0,THOMAS I DOLAN,Unknown
200905.0,THOMAS D DAVIS,Unknown
200906.0,ROBERT W MANLY IV,Unknown
200907.0,JOHN O NIELSON,Unknown
200908.0,LENA C BAILEY,Unknown
200909.0,VERNON D NETZLY,Unknown
200910.0,VICTOR J RILEY JR,Unknown
200911.0,CW COKER,Unknown
200912.0,TC COXE,Unknown
200913.0,RE ELBERSON,Unknown
200914.0,BLM KASRIEL,Unknown
200915.0,RC KING JR,Unknown
200916.0,W J CONWAY,Unknown
200917.0,AD CORRELL,Unknown
200918.0,JAMES R GREENFIELD,Unknown
200919.0,T W MITCHELL,Unknown
200920.0,CHARLES G TAYLOR,Unknown
200921.0,JOHN F LUBIN,Unknown
200922.0,JOHN P BARCLAY JR,Unknown
200923.0,DANIEL A BURKHARDT,Unknown
200924.0,JAMES P CAROLUS,Unknown
200925.0,WILLIAM J GREMP,Unknown
200926.0,DAVID W SHINNEMAN,Unknown
200928.0,GERALD R SPRONG,Unknown
200929.0,TERRY F STEINBECKER,Unknown
200930.0,CHARLES V OWENS JR,Unknown
200931.0,MICHAEL R NOTARO,Unknown
200932.0,JAMES B WOOD,Unknown
200933.0,BEVERLY BELTAIRE,Unknown
200934.0,GARRY G CARLEY,Unknown
200935.0,ERNEST L GROVE,Unknown
200936.0,NORMAN P HAHN,Unknown
200937.0,JOHN M O'HARA,Unknown
200938.0,JACK L OTTO,Unknown
200939.0,THOMAS R RICKETTS,Unknown
200940.0,E G WILKINSON,Unknown
200941.0,MORTON E DAVID,Unknown
200942.0,THOMAS H DEWITT,Unknown
200945.0,DONNA R FITZPATRICK,Unknown
200946.0,HOWARD C MILLER JR,Unknown
200947.0,AVERY J STONE,Unknown
200948.0,JUDITH EN ALBINO,Unknown
200949.0,ROBERT A BURGIN,Unknown
200951.0,JENNIFER S BRAXTON,Unknown
200952.0,ISAAC H CLOTHIER IV,Unknown
200953.0,THOMAS H HARVEY JR,Unknown
200954.0,PAUL E SHIPLEY,Unknown
200955.0,DAVID W STRAWBRIDGE,Unknown
200956.0,STEVEN L STRAWBRIDGE,Unknown
200957.0,FRANCIS R STRAWBRIDGE III,Unknown
200958.0,NATALIE B WEINTRAUB,Unknown
200959.0,WARREN W WHITE,Unknown
200960.0,WILLIAM ARCENEAUX,Unknown
200961.0,MITCHELL W BERGER,Unknown
200962.0,KRIS E DURMER,Unknown
200964.0,JAMES E MOORE,Unknown
200965.0,IRENE NATIVIDAD,Unknown
200967.0,RONALD J THAYER,Unknown
200968.0,MARY J EVANS,Unknown
200969.0,THOMAS W LANGFITT,Unknown
200970.0,DONALD E NORDLUND,Unknown
200971.0,ROBERT J SMULAND,Unknown
200972.0,G CHRIS ANDERSEN,Unknown
200973.0,V DALE BABBITT,Unknown
200974.0,GEORGE M ELVIN,Unknown
200975.0,DANIEL D JACKSON,Unknown
200977.0,JOHN S SIMKO,Unknown
200978.0,JAMES H WILLIAMS,Unknown
200979.0,VERNON H HEATH,Unknown
200980.0,JOHN F BAUGH,Unknown
200981.0,PAUL S DOHERTY,Unknown
200983.0,RUTH M MANTON,Unknown
200985.0,JACK F BENNETT,Unknown
200986.0,VERA STEPHANIE SHIRLEY,Unknown
200987.0,JESSE L UPCHURCH,Unknown
200988.0,ROY E WEBER,Unknown
200989.0,JOAL A TERESKO,Unknown
200991.0,PAUL E BRAGDON,Unknown
200992.0,BOB MAGNESS,Unknown
200993.0,SIGISMUNDUS W W LUBSEN,Unknown
200994.0,ROBERT J COLLINS,Unknown
200995.0,LESTER O JOHNSON,Unknown
200996.0,ROBERT F MEYERSON,Unknown
200997.0,RAJ REEDY,Unknown
200998.0,ROBERT J CAVERLY,Unknown
200999.0,SANFORD B PRATER,Unknown
201001.0,RALPH B ROGERS,Unknown
201005.0,J DAVID PARKINSON,Unknown
201006.0,JANE DUDLEY,Unknown
201007.0,LAWRENCE B BUTTENWIESER,Unknown
201009.0,CAROL D SMITH SURLES,Unknown
201010.0,YETTA G SAMFORD JR,Unknown
201011.0,JOSEPH B CARR,Unknown
201012.0,CLARENCE G FRAME,Unknown
201013.0,MILTON S GOULD,Unknown
201014.0,HAROLD M WIT,Unknown
201015.0,JAMES R HARVEY,Unknown
201016.0,RAY H EUBANK,Unknown
201017.0,WELLSHAKE D MORSE JR,Unknown
201019.0,J BURGESS WINTER,Unknown
201020.0,IRVING M GROVES JR,Unknown
201021.0,HENRY L (HANK) AARON,Unknown
201022.0,PAUL GALANT,Caucasian
201023.0,PETER MELLBYE,Caucasian
201024.0,ALEX A. MOLINAROLI,Caucasian
201025.0,W THOMAS JOHNSON,Unknown
201026.0,RUBYE M LUCAS,Unknown
201027.0,TIMOTHY P NEHER,Unknown
201028.0,SCOTT M SASSA,Unknown
201029.0,ROBERT SHAYE,Unknown
201030.0,RE TURNER,Unknown
201031.0,FRED A VIERRA,Unknown
201032.0,RICHARD W MARGERISON,Unknown
201033.0,JOSEPH F MCKINNEY,Unknown
201034.0,JAMES E RUSSELL,Unknown
201035.0,FRANKLIN G DRAKE,Unknown
201036.0,DANIEL R NELSON,Unknown
201038.0,DAVID B SOLL,Unknown
201039.0,DANIEL P DAVISON,Unknown
201040.0,ORSON D MUNN,Unknown
201041.0,JAMES A SUTTON,Unknown
201043.0,ROBERT W ROTH,Unknown
201044.0,ROBERT B COLBERT JR,Unknown
201045.0,MILTON J WOMACK,Unknown
201046.0,SAUL A FOX,Unknown
201047.0,C GILES H WEAVER,Unknown
201048.0,JOHN S WILLIAMS,Unknown
201049.0,ROBERT D KILPATRICK,Unknown
201050.0,EDWARD C ALDRIDGE JR,Unknown
201051.0,HOWARD M BLOCH,Unknown
201052.0,RICHARD R ERKENEFF,Unknown
201053.0,HAROLD S GELB,Unknown
201054.0,E DONALD SHAPIRO,Unknown
201055.0,SUSAN FEIN ZAWEL,Unknown
201056.0,CHARLES A GARNEY,Unknown
201057.0,THOMAS W STURGESS,Unknown
201058.0,ROBERT F DEE,Unknown
201059.0,GERALD D HINES,Unknown
201060.0,PHILIPPE BRONGNIART,Unknown
201061.0,GEORGE M HASKEW JR,Unknown
201062.0,MICHAEL J DALTON,Unknown
201063.0,G ARNOLD HAYNES,Unknown
201064.0,DOUGLAS K MACDONALD,Unknown
201065.0,J PARKER RICE JR,Unknown
201066.0,"THOMAS MONROE ""ROE"" PATTERSON",Caucasian
201067.0,CHARLES H TENNEY III,Unknown
201068.0,WILLIAM W TREAT,Unknown
201069.0,W WILLIAM VANDERWOLK JR,Unknown
201070.0,JOAN D WHEELER,Unknown
201071.0,WALLACE L CHANDLER,Unknown
201072.0,CHARLES S MCNEER,Unknown
201073.0,MACDONALD G BECKET,Unknown
201075.0,GORAN LINDEN,Unknown
201076.0,LEONARD ANGELI,Unknown
201077.0,SAMUAL S BENEDICT,Unknown
201078.0,RODGER T EDERER,Unknown
201079.0,THOMAS M STRONG,Unknown
201080.0,ROBERT A UBBELOHDE,Unknown
201081.0,ROBERT AYLING,Unknown
201082.0,ROBERT W BOGLE,Unknown
201083.0,ROGER P MAYNARD,Unknown
201084.0,KENNETH BLACK JR,Unknown
201085.0,GORDON E COSBY JR,Unknown
201086.0,AUSTIN L D'ALTON,Unknown
201087.0,WILLIAM C FREUND,Unknown
201088.0,GREER F HENDERSON,Unknown
201089.0,ROBERT H OSBORNE,Unknown
201090.0,JOHN W RIEHM,Unknown
201091.0,CHRISTOPHER S RUISI,Unknown
201092.0,FRANKLIN R SAUL,Unknown
201093.0,ROBERT L SHAFER,Unknown
201094.0,WILLIAM G SHARWELL,Unknown
201096.0,BERYL W SPRINKEL,Unknown
201097.0,JOHN J BUCCHIGNANO,Unknown
201098.0,PX KELLEY,Unknown
201099.0,F JOSEPH BECRAFT,Unknown
201100.0,A RAY DUDLEY,Unknown
201101.0,NORMAN S EDELCUP,Unknown
201102.0,KENNETH R FERRIS,Unknown
201103.0,REBECCA RANICH,Caucasian
201104.0,MICHAEL FRANCIS,Unknown
201105.0,MARIA TERESA HILADO,Asian
201106.0,DONALD O PEDERSON,Unknown
201107.0,ANN W.H. SIMONDS,Caucasian
201108.0,RICHARD E GOODSPEED,Unknown
201109.0,ROGER E STANGELAND,Unknown
201110.0,CURTIS A HESSLER,Unknown
201111.0,HAROLD C KEAN,Unknown
201112.0,VERNON KEENER,Unknown
201113.0,ELLIOT K KNUTSON,Unknown
201114.0,HERBERT M BRIDGE,Unknown
201115.0,LOUIS H PEPPER,Unknown
201116.0,FREDERICK R BLUME,Unknown
201117.0,W FRANCIS BRENNAN,Unknown
201118.0,LEE A ELLIS,Unknown
201119.0,JOHN R HAIRE,Unknown
201120.0,STANLEY P HUTCHISON,Unknown
201121.0,GEORGE P KENDALL JR,Unknown
201122.0,FRANK L KLAPPERICH JR,Unknown
201123.0,ROBERT W PATIN,Unknown
201124.0,REX READE,Unknown
201125.0,B JEAN SILVER,Unknown
201126.0,PETER H HUIZENGA,Unknown
201127.0,MICHAEL C RHEAM,Unknown
201128.0,DON C FRISBEE,Unknown
201129.0,JAMES W NEAR,Unknown
201130.0,GEORGE J HAUPTFUHRER JR,Unknown
201131.0,HANS WIMMER,Unknown
201132.0,IM BOOTH,Unknown
201135.0,VICTOR A BONOMO,Unknown
201137.0,THOMAS A BRANCATI,Unknown
201138.0,CM BISHOP JR,Unknown
201139.0,EB HART,Unknown
201140.0,ALAIN C VIRY,Unknown
201141.0,FREDERICK DE CASTRO,Unknown
201142.0,ERVIN S DUGGAN,Unknown
201143.0,MARY JORNLIN THEISEN,Unknown
201144.0,WILLIAM E MAHONEY,Unknown
201145.0,WILLIAM R TOLLER,Unknown
201146.0,HELEN GALLAND,Unknown
201147.0,SEYMOUR H KNOX III,Unknown
201148.0,GARY E GARDNER,Unknown
201149.0,JON C STRAUSS,Unknown
201150.0,BR INMAN,Unknown
201151.0,ANTONIA AXISON JOHNSON,Unknown
201153.0,GILBERT BUTLER,Unknown
201154.0,J RUSSELL DUNCAN,Unknown
201155.0,M REID ARMSTRONG,Unknown
201156.0,GEORGE E POWELL III,Unknown
201158.0,BURTON S STERN,Unknown
201159.0,WALTER J WOLPIN,Unknown
201160.0,ROBERT D BATTING,Unknown
201161.0,G WAYNE HAWK,Unknown
201162.0,TERRY M MANON,Unknown
201163.0,ROBERT J MCKENNA,Unknown
201164.0,RICHARD M HAUGEN,Unknown
201165.0,JEROME BELSON,Unknown
201167.0,DAVID N DINKINS,Unknown
201168.0,HARVEY I FREEMAN,Unknown
201169.0,DANIEL FRIEDMAN,Unknown
201170.0,NICHOLAS G KARABOTS,Unknown
201171.0,ALBERT RUSSO,Unknown
201172.0,SAMUEL N SEIDMAN,Unknown
201173.0,MOHAN VACHANI,Unknown
201174.0,JAMES WALL,Unknown
201175.0,ROBERT T ANTHONY,Unknown
201179.0,BEN HOLT,Unknown
201181.0,WILLIAM J MCDERMOTT,Unknown
201182.0,ALLAN S KALISH,Unknown
201183.0,JAY A ALIX,Unknown
201184.0,RICHARD P KUGHN,Unknown
201185.0,HAROLD M MARKO,Unknown
201186.0,DAVID R ZIMMER,Unknown
201187.0,RALPH H CLEMONS JR,Unknown
201188.0,WA GRIFFIN III,Unknown
201190.0,ROBERT E FRAZER,Unknown
201192.0,JEFFREY A WEINSTEIN,Unknown
201193.0,RUSSELL V HUGHES,Unknown
201194.0,FREDERICK B BAMBER,Unknown
201195.0,DAVID A BOUCHER,Unknown
201196.0,CLINTON P HARRIS,Unknown
201197.0,ED KOEPFLER,Unknown
201198.0,G GORDON M LARGE,Unknown
201199.0,GEORGE D POTTER JR,Unknown
201200.0,JOHN A CAPSTICK,Unknown
201201.0,JOHN H MCDANIEL,Unknown
201202.0,W DARCY MCKEOUGH,Unknown
201203.0,JAMES T NICHOLS,Unknown
201204.0,RON G STEGALL,Unknown
201205.0,BERNARD F BRENNAN,Unknown
201206.0,LUIS G NOUGALES,Unknown
201208.0,JOHN L MARCELLUS,Unknown
201209.0,LEIGH CARTER,Unknown
201210.0,W EDGAR JESSUP JR,Unknown
201211.0,ROLAND R SPEERS,Unknown
201212.0,ROBERT G WALDEN,Unknown
201213.0,RICHARD S SAMBOL,Unknown
201214.0,JOSEPH MAX YVAN BOULLE,Unknown
201215.0,W PIERCE CARSON,Unknown
201216.0,EDGAR F CRUFT,Unknown
201217.0,MARC FRANKLIN,Unknown
201218.0,KARL A FRYDRYK,Unknown
